Hourly measurement data supplied by UK-air on 07/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Bexley - Belvedere West",,"Birmingham Airport 2",,"Breckland East Wretham",,"Brent - Ikea",,"Bridgend Park Street",,"Chichester - Lodsworth",,"Eastbourne - Devonshire Park",,"Glasgow Waulkmillglen Reservoir",,"Greenwich - Falconwood",,"Greenwich - Plumstead High Street",,"Greenwich - Westhorne Avenue",,"Greenwich - Woolwich Flyover",,"H&F Hammersmith Town Centre",,"Hackney - Old Street",,"Hounslow Cranford",,"Lewes - Newhaven",,"Lewisham - Honor Oak Park",,"Luton Airport FutureLuToN",,"Marchlyn Mawr",,"Newport M4 Junction 25",,"Oxford St Ebbes (Cal Club)",,"Redbridge - Ley Street",,"Redcar Dormanstown",,"Reigate and Banstead - Poles Lane",,"Richmond Upon Thames - Barnes Wetlands",,"Rother - Rye Harbour",,"Salford M60",,"Sevenoaks - Greatness Park",,"South Holland Westmere School",,"Southwark - Elephant and Castle",,"Swansea Cwm Level Park",,"Swansea Hafod DOAS",,"Swansea Morriston Roadside",,"Swansea St Thomas DOAS",,"Tower Hamlets - Blackwall",,"Tower Hamlets - Millwall Park",,"V Glamorgan Windsor Road Penarth",,"Wealden - Isfield",
Date,Time,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status
2021-10-18,08:00:00,8.1,N ugm-3,46.81997,N ugm-3,19.65764,N ugm-3,No data,,No data,,47.6,N ugm-3,49.1,N ugm-3,53,N ugm-3,No data,,3.5,N ugm-3,No data,,4.3,N ugm-3,No data,,14.4,N ugm-3,No data,,26.2,N ugm-3,2.9,N ugm-3,12.32325,N ugm-3,62,N ugm-3,8,N ugm-3,23.84862,N ugm-3,No data,,No data,,2.4,N ugm-3,2.5,N ugm-3,45.4,N ugm-3,5.03914,N ugm-3,26.2,N ugm-3,22.50152,N ugm-3,24.2,N ugm-3,31,N ugm-3,48,N ugm-3,92,N ugm-3,44,N ugm-3,5.5,N ugm-3,8.6813,N ugm-3,No data,,1.1,N ugm-3
2021-10-18,09:00:00,11.8,N ugm-3,48.02792,N ugm-3,21.80302,N ugm-3,No data,,No data,,58.8,N ugm-3,47.8,N ugm-3,55.1,N ugm-3,No data,,11,N ugm-3,No data,,4.8,N ugm-3,No data,,16.8,N ugm-3,No data,,32.7,N ugm-3,10.9,N ugm-3,19.59485,N ugm-3,59,N ugm-3,29,N ugm-3,25.49507,N ugm-3,No data,,No data,,17.9,N ugm-3,10.2,N ugm-3,48.5,N ugm-3,7.3342,N ugm-3,26.4,N ugm-3,25.34539,N ugm-3,20.7,N ugm-3,29,N ugm-3,50,N ugm-3,96,N ugm-3,43,N ugm-3,6.9,N ugm-3,9.18022,N ugm-3,No data,,7.3,N ugm-3
2021-10-18,10:00:00,29,N ugm-3,45.6001,N ugm-3,25.2955,N ugm-3,No data,,No data,,59.8,N ugm-3,47.4,N ugm-3,49,N ugm-3,No data,,29.4,N ugm-3,No data,,10.8,N ugm-3,No data,,24.3,N ugm-3,No data,,33.2,N ugm-3,33.3,N ugm-3,30.97419,N ugm-3,62,N ugm-3,27,N ugm-3,28.03959,N ugm-3,No data,,No data,,27.1,N ugm-3,28.5,N ugm-3,47.3,N ugm-3,3.64215,N ugm-3,27,N ugm-3,31.33249,N ugm-3,36.4,N ugm-3,26,N ugm-3,37,N ugm-3,95,N ugm-3,42,N ugm-3,16.9,N ugm-3,36.32174,N ugm-3,No data,,33.6,N ugm-3
2021-10-18,11:00:00,37.8,N ugm-3,40.33863,N ugm-3,31.18281,N ugm-3,No data,,No data,,67.3,N ugm-3,48.9,N ugm-3,49.3,N ugm-3,No data,,33.9,N ugm-3,No data,,15.6,N ugm-3,No data,,34.6,N ugm-3,No data,,37.6,N ugm-3,40.4,N ugm-3,38.77018,N ugm-3,61,N ugm-3,21,N ugm-3,27.88991,N ugm-3,No data,,No data,,37.3,N ugm-3,34.6,N ugm-3,44.7,N ugm-3,3.09334,N ugm-3,33.3,N ugm-3,35.82282,N ugm-3,48.9,N ugm-3,25,N ugm-3,41,N ugm-3,103,N ugm-3,44,N ugm-3,19.9,N ugm-3,45.30239,N ugm-3,No data,,42.9,N ugm-3
2021-10-18,12:00:00,44.3,N ugm-3,40.16765,N ugm-3,41.31099,N ugm-3,No data,,No data,,70.4,N ugm-3,52.9,N ugm-3,47.4,N ugm-3,No data,,38.9,N ugm-3,No data,,17.2,N ugm-3,No data,,30.7,N ugm-3,No data,,41.9,N ugm-3,44.4,N ugm-3,44.62591,N ugm-3,61,N ugm-3,21,N ugm-3,32.23056,N ugm-3,No data,,No data,,48.2,N ugm-3,47.3,N ugm-3,53.1,N ugm-3,2.89377,N ugm-3,50.8,N ugm-3,41.57708,N ugm-3,47,N ugm-3,29,N ugm-3,43,N ugm-3,99,N ugm-3,37,N ugm-3,19.9,N ugm-3,46.05078,N ugm-3,No data,,45.9,N ugm-3
2021-10-18,13:00:00,51.6,N ugm-3,39.63211,N ugm-3,48.84476,N ugm-3,No data,,No data,,72,N ugm-3,64.4,N ugm-3,41,N ugm-3,No data,,43.4,N ugm-3,No data,,22.1,N ugm-3,No data,,30.7,N ugm-3,No data,,46.2,N ugm-3,47.2,N ugm-3,42.05638,N ugm-3,61,N ugm-3,20,N ugm-3,30.18496,N ugm-3,No data,,No data,,52.4,N ugm-3,51.9,N ugm-3,58.3,N ugm-3,3.14323,N ugm-3,57.2,N ugm-3,47.19831,N ugm-3,44.9,N ugm-3,30,N ugm-3,53,N ugm-3,96,N ugm-3,37,N ugm-3,21.2,N ugm-3,48.69508,N ugm-3,No data,,52.1,N ugm-3
2021-10-18,14:00:00,50.2,N ugm-3,38.58047,N ugm-3,48.34583,N ugm-3,No data,,No data,,61.6,N ugm-3,60.6,N ugm-3,40.5,N ugm-3,No data,,42.4,N ugm-3,No data,,18.9,N ugm-3,No data,N ugm-3,32.2,N ugm-3,No data,,47.8,N ugm-3,43.7,N ugm-3,46.14665,N ugm-3,59,N ugm-3,20,N ugm-3,25.74453,N ugm-3,No data,,No data,,No data,,50.9,N ugm-3,62.6,N ugm-3,2.19527,N ugm-3,54.3,N ugm-3,46.64949,N ugm-3,44.6,N ugm-3,24,N ugm-3,45,N ugm-3,80,N ugm-3,40,N ugm-3,18.2,N ugm-3,46.94884,N ugm-3,No data,,53.3,N ugm-3
2021-10-18,15:00:00,49.9,N ugm-3,39.34163,N ugm-3,42.6082,N ugm-3,No data,,No data,,50.1,N ugm-3,54.3,N ugm-3,46.9,N ugm-3,No data,,39.4,N ugm-3,No data,,19.4,N ugm-3,No data,N ugm-3,30.7,N ugm-3,No data,,40.5,N ugm-3,42.9,N ugm-3,45.01046,N ugm-3,59,N ugm-3,17,N ugm-3,25.54496,N ugm-3,No data,,No data,,40,N ugm-3,51.4,N ugm-3,68.7,N ugm-3,1.09763,N ugm-3,51.1,N ugm-3,38.81636,N ugm-3,43.5,N ugm-3,22,N ugm-3,39,N ugm-3,86,N ugm-3,37,N ugm-3,18.5,N ugm-3,46.15056,N ugm-3,No data,,48.2,N ugm-3
2021-10-18,16:00:00,42.9,N ugm-3,38.63311,N ugm-3,36.42153,N ugm-3,No data,,No data,,48.2,N ugm-3,50.2,N ugm-3,50.1,N ugm-3,No data,,33.9,N ugm-3,No data,,13.5,N ugm-3,No data,N ugm-3,23.3,N ugm-3,No data,,39.5,N ugm-3,37.3,N ugm-3,39.38197,N ugm-3,57,N ugm-3,15,N ugm-3,25.79442,N ugm-3,No data,,No data,,43,N ugm-3,42.7,N ugm-3,61.3,N ugm-3,1.29721,N ugm-3,43.1,N ugm-3,36.27185,N ugm-3,36.3,N ugm-3,21,N ugm-3,28,N ugm-3,96,N ugm-3,37,N ugm-3,14.3,N ugm-3,41.11142,N ugm-3,No data,,42.7,N ugm-3
2021-10-18,17:00:00,39.4,N ugm-3,38.27418,N ugm-3,32.43012,N ugm-3,No data,,No data,,53.1,N ugm-3,45.1,N ugm-3,47.6,N ugm-3,No data,,31.4,N ugm-3,No data,,13.5,N ugm-3,No data,N ugm-3,20.8,N ugm-3,No data,,33.6,N ugm-3,37.2,N ugm-3,34.22543,N ugm-3,55,N ugm-3,13,N ugm-3,25.39528,N ugm-3,No data,,No data,,43.4,N ugm-3,41.2,N ugm-3,55.9,N ugm-3,3.29291,N ugm-3,42.2,N ugm-3,35.02454,N ugm-3,33.8,N ugm-3,31,N ugm-3,30,N ugm-3,93,N ugm-3,27,N ugm-3,13.3,N ugm-3,41.56045,N ugm-3,No data,,40.1,N ugm-3
2021-10-18,18:00:00,39.4,N ugm-3,29.72785,N ugm-3,32.97894,N ugm-3,No data,,No data,,51,N ugm-3,47.9,N ugm-3,44.6,N ugm-3,No data,,33.9,N ugm-3,No data,,13.5,N ugm-3,No data,N ugm-3,21.8,N ugm-3,No data,,35.7,N ugm-3,37.3,N ugm-3,34.99454,N ugm-3,56,N ugm-3,13,N ugm-3,27.59055,N ugm-3,No data,,No data,,No data,,41.2,N ugm-3,48.7,N ugm-3,2.34495,N ugm-3,42.8,N ugm-3,33.12862,N ugm-3,33,N ugm-3,35,N ugm-3,31,N ugm-3,95,N ugm-3,35,N ugm-3,15.3,N ugm-3,40.81206,N ugm-3,No data,,40.7,N ugm-3
2021-10-18,19:00:00,36.4,N ugm-3,27.69952,N ugm-3,34.82497,N ugm-3,No data,,No data,,48.7,N ugm-3,48.3,N ugm-3,43.7,N ugm-3,No data,,31.9,N ugm-3,No data,,15.1,N ugm-3,No data,N ugm-3,21.3,N ugm-3,No data,,36,N ugm-3,34.1,N ugm-3,35.72869,N ugm-3,61,N ugm-3,14,N ugm-3,25.64475,N ugm-3,No data,,No data,,No data,,37.7,N ugm-3,47.3,N ugm-3,2.89377,N ugm-3,39.5,N ugm-3,34.37593,N ugm-3,34.1,N ugm-3,34,N ugm-3,37,N ugm-3,94,N ugm-3,42,N ugm-3,17.1,N ugm-3,35.9226,N ugm-3,No data,,43.2,N ugm-3
2021-10-18,20:00:00,38.8,N ugm-3,27.39318,N ugm-3,35.37378,N ugm-3,No data,,No data,,48.6,N ugm-3,39.3,N ugm-3,43.7,N ugm-3,No data,,34.4,N ugm-3,No data,,21,N ugm-3,No data,N ugm-3,25.7,N ugm-3,No data,,37,N ugm-3,36.9,N ugm-3,35.65877,N ugm-3,64,N ugm-3,11,N ugm-3,23.9484,N ugm-3,No data,,No data,,No data,,40.2,N ugm-3,47.5,N ugm-3,3.24301,N ugm-3,40.1,N ugm-3,33.22841,N ugm-3,33.8,N ugm-3,26,N ugm-3,25,N ugm-3,88,N ugm-3,42,N ugm-3,16.8,N ugm-3,40.6125,N ugm-3,No data,,40.3,N ugm-3
2021-10-18,21:00:00,37.4,N ugm-3,31.00904,N ugm-3,33.02884,N ugm-3,No data,,No data,,41.9,N ugm-3,38.8,N ugm-3,40,N ugm-3,No data,,32.4,N ugm-3,No data,,19.4,N ugm-3,No data,N ugm-3,26.7,N ugm-3,No data,,31.1,N ugm-3,35.3,N ugm-3,33.3864,N ugm-3,71,N ugm-3,16,N ugm-3,16.21506,N ugm-3,No data,,No data,,No data,,38.7,N ugm-3,40.4,N ugm-3,3.14323,N ugm-3,35.7,N ugm-3,32.67959,N ugm-3,34.9,N ugm-3,27,N ugm-3,28,N ugm-3,99,N ugm-3,52,N ugm-3,12.5,N ugm-3,38.86626,N ugm-3,No data,,36.4,N ugm-3
2021-10-18,22:00:00,34.9,N ugm-3,28.14745,N ugm-3,28.5884,N ugm-3,No data,,No data,,34.4,N ugm-3,35.9,N ugm-3,43.5,N ugm-3,No data,,31.4,N ugm-3,No data,,20.5,N ugm-3,No data,N ugm-3,22.8,N ugm-3,No data,,31.1,N ugm-3,32.7,N ugm-3,28.9815,N ugm-3,68,N ugm-3,11,N ugm-3,17.06323,N ugm-3,No data,,No data,,No data,,37.7,N ugm-3,42.7,N ugm-3,4.14108,N ugm-3,35.7,N ugm-3,31.83142,N ugm-3,31.6,N ugm-3,26,N ugm-3,29,N ugm-3,103,N ugm-3,56,N ugm-3,11.5,N ugm-3,36.82067,N ugm-3,No data,,35.2,N ugm-3
