Hourly measurement data supplied by UK-air on 07/12/2021
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,,"Bexley - Belvedere West",,"Birmingham Airport 2",,"Breckland East Wretham",,"Brent - Ikea",,"Bridgend Park Street",,"Chichester - Lodsworth",,"Eastbourne - Devonshire Park",,"Glasgow Waulkmillglen Reservoir",,"Greenwich - Falconwood",,"Greenwich - Plumstead High Street",,"Greenwich - Westhorne Avenue",,"Greenwich - Woolwich Flyover",,"H&F Hammersmith Town Centre",,"Hackney - Old Street",,"Hounslow Cranford",,"Lewes - Newhaven",,"Lewisham - Honor Oak Park",,"Luton Airport FutureLuToN",,"Marchlyn Mawr",,"Newport M4 Junction 25",,"Oxford St Ebbes (Cal Club)",,"Redbridge - Ley Street",,"Redcar Dormanstown",,"Reigate and Banstead - Poles Lane",,"Richmond Upon Thames - Barnes Wetlands",,"Rother - Rye Harbour",,"Salford M60",,"Sevenoaks - Greatness Park",,"South Holland Westmere School",,"Southwark - Elephant and Castle",,"Swansea Cwm Level Park",,"Swansea Hafod DOAS",,"Swansea Morriston Roadside",,"Swansea St Thomas DOAS",,"Tower Hamlets - Blackwall",,"Tower Hamlets - Millwall Park",,"V Glamorgan Windsor Road Penarth",,"Wealden - Isfield",
Date,Time,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status,"Ozone",Status
2021-03-21,20:00:00,48,V ugm-3,38.32388,N ugm-3,36.67099,N ugm-3,No data,,No data,,47,N ugm-3,68,V ugm-3,75.3,V ugm-3,26.3,V ugm-3,34.4,V ugm-3,31.3,N ugm-3,43.9,N ugm-3,14.9428,V ugm-3,55.8,V ugm-3,No data,,57.2,N ugm-3,65.1,N ugm-3,60.53623,N ugm-3,89,V ugm-3,31,N ugm-3,40.35156,N ugm-3,32.4,N ugm-3,47.04863,N ugm-3,59.1,N ugm-3,63.1,N ugm-3,61.2,N ugm-3,78.18155,N ugm-3,No data,,56.02928,N ugm-3,56.9,N ugm-3,67,V ugm-3,79,N ugm-3,65,N ugm-3,No data,N ugm-3,32.8,N ugm-3,57.53006,N ugm-3,No data,,63.5,N ugm-3
2021-03-21,21:00:00,17.4,V ugm-3,53.92965,N ugm-3,18.70969,N ugm-3,No data,,No data,,50.5,N ugm-3,56.5,V ugm-3,74.8,V ugm-3,8.8,V ugm-3,5.5,V ugm-3,1.5,N ugm-3,14,N ugm-3,33.33817,V ugm-3,45.9,V ugm-3,No data,,45.9,N ugm-3,26.9,N ugm-3,59.45523,N ugm-3,92,V ugm-3,41,N ugm-3,6.26949,N ugm-3,7.7,N ugm-3,25.9441,N ugm-3,45.1,N ugm-3,51.4,N ugm-3,52.3,N ugm-3,68.45251,N ugm-3,No data,,38.36733,N ugm-3,48.2,N ugm-3,71,V ugm-3,75,N ugm-3,62,N ugm-3,No data,N ugm-3,18.9,N ugm-3,29.91563,N ugm-3,No data,,35.9,N ugm-3
2021-03-21,22:00:00,3.4,V ugm-3,55.42528,N ugm-3,16.71399,N ugm-3,No data,,No data,,50.8,N ugm-3,67.9,V ugm-3,74.4,V ugm-3,4.2,V ugm-3,12,V ugm-3,1.6,N ugm-3,3.5,N ugm-3,6.14676,V ugm-3,25.2,V ugm-3,No data,,30.1,N ugm-3,14.4,N ugm-3,46.00089,N ugm-3,86,V ugm-3,12,N ugm-3,5.22275,N ugm-3,6.8,N ugm-3,11.62495,N ugm-3,34.9,N ugm-3,32.6,N ugm-3,49.1,N ugm-3,46.25035,N ugm-3,No data,,37.31959,N ugm-3,40.6,N ugm-3,66,V ugm-3,76,N ugm-3,65,N ugm-3,No data,N ugm-3,8.1,N ugm-3,11.39898,N ugm-3,No data,,26.4,N ugm-3
2021-03-21,23:00:00,3.4,V ugm-3,38.55024,N ugm-3,17.81162,N ugm-3,No data,,No data,,55,N ugm-3,44.4,V ugm-3,76.2,V ugm-3,2.6,V ugm-3,12.5,V ugm-3,0.5,N ugm-3,14,N ugm-3,4.69488,V ugm-3,20.3,V ugm-3,No data,,36.8,N ugm-3,6.4,N ugm-3,32.18066,N ugm-3,85,V ugm-3,22,N ugm-3,4.5477,N ugm-3,4.2,N ugm-3,30.5841,N ugm-3,30,N ugm-3,14.8,N ugm-3,38,N ugm-3,40.76217,N ugm-3,No data,,37.51916,N ugm-3,11,N ugm-3,68,V ugm-3,78,N ugm-3,59,N ugm-3,No data,N ugm-3,7.1,N ugm-3,7.65284,N ugm-3,No data,,21,N ugm-3
2021-03-21,24:00:00,3.4,V ugm-3,35.80565,N ugm-3,8.6314,N ugm-3,No data,,No data,,51.2,N ugm-3,42.3,V ugm-3,76.6,V ugm-3,3.7,V ugm-3,4.5,V ugm-3,0.3,N ugm-3,8,N ugm-3,5.0142,V ugm-3,20.8,V ugm-3,No data,,43.5,N ugm-3,8.8,N ugm-3,39.36518,N ugm-3,79,V ugm-3,18,N ugm-3,5.36145,N ugm-3,6.6,N ugm-3,29.58625,N ugm-3,14.8,N ugm-3,0.5,N ugm-3,39.2,N ugm-3,37.56905,N ugm-3,No data,,47.14841,N ugm-3,4.7,N ugm-3,66,V ugm-3,82,N ugm-3,54,N ugm-3,No data,N ugm-3,22.6,N ugm-3,15.19864,N ugm-3,No data,,16.7,N ugm-3
2021-03-22,01:00:00,1.8,V ugm-3,27.67871,N ugm-3,9.1137,N ugm-3,No data,,No data,,47.7,N ugm-3,45.9,V ugm-3,74.6,V ugm-3,3.5,V ugm-3,16,V ugm-3,0,N ugm-3,3.3,N ugm-3,3.84505,V ugm-3,36.2,V ugm-3,No data,,30.7,N ugm-3,22.4,N ugm-3,42.92418,N ugm-3,80,V ugm-3,34,N ugm-3,9.5125,N ugm-3,3.2,N ugm-3,31.19944,N ugm-3,12.9,N ugm-3,0,N ugm-3,39.1,N ugm-3,33.0621,N ugm-3,No data,,42.50841,N ugm-3,21.7,N ugm-3,50,V ugm-3,76,N ugm-3,45,N ugm-3,No data,N ugm-3,20.3,N ugm-3,11.84495,N ugm-3,No data,,12,N ugm-3
2021-03-22,02:00:00,2,V ugm-3,21.82073,N ugm-3,8.71456,N ugm-3,No data,,No data,,46.8,N ugm-3,43.3,V ugm-3,70.9,V ugm-3,26.8,V ugm-3,15.3,V ugm-3,-0.1,N ugm-3,8.6,N ugm-3,14.36239,V ugm-3,37.6,V ugm-3,No data,,28.7,N ugm-3,13.6,N ugm-3,29.32016,N ugm-3,78,V ugm-3,29,N ugm-3,18.72965,N ugm-3,3.2,N ugm-3,30.68389,N ugm-3,12,N ugm-3,1.4,N ugm-3,35.2,N ugm-3,34.67529,N ugm-3,No data,,No data,N ugm-3,25.7,N ugm-3,53,V ugm-3,77,N ugm-3,41,N ugm-3,No data,N ugm-3,22.4,N ugm-3,15.48406,N ugm-3,No data,,3.5,N ugm-3
2021-03-22,03:00:00,1.8,V ugm-3,33.16609,N ugm-3,11.37549,N ugm-3,No data,,No data,,48.8,N ugm-3,45,V ugm-3,67.7,V ugm-3,30.9,V ugm-3,28.4,V ugm-3,1.4,N ugm-3,10,N ugm-3,22.40173,V ugm-3,31.6,V ugm-3,No data,,26.8,N ugm-3,31.2,N ugm-3,20.78854,N ugm-3,79,V ugm-3,31,N ugm-3,28.94414,N ugm-3,4.5,N ugm-3,43.20691,N ugm-3,10.9,N ugm-3,8.7,N ugm-3,37.6,N ugm-3,32.6297,N ugm-3,No data,,47.8968,N ugm-3,25.2,N ugm-3,73,V ugm-3,87,N ugm-3,28,N ugm-3,No data,N ugm-3,23,N ugm-3,21.78115,N ugm-3,No data,,5.4,N ugm-3
2021-03-22,04:00:00,30.4,V ugm-3,26.1545,N ugm-3,10.92646,N ugm-3,No data,,No data,,39,N ugm-3,47,V ugm-3,68.9,V ugm-3,31.4,V ugm-3,33.9,V ugm-3,8.9,N ugm-3,14.5,N ugm-3,34.96965,V ugm-3,43,V ugm-3,No data,,28.1,N ugm-3,27.3,N ugm-3,14.36904,N ugm-3,80,V ugm-3,37,N ugm-3,32.91807,N ugm-3,4.2,N ugm-3,45.40218,N ugm-3,8.9,N ugm-3,16.3,N ugm-3,36.2,N ugm-3,36.32174,N ugm-3,No data,,35.72303,N ugm-3,37.4,N ugm-3,50,V ugm-3,75,N ugm-3,21,N ugm-3,No data,N ugm-3,30.3,N ugm-3,30.02267,N ugm-3,No data,,8,N ugm-3
2021-03-22,05:00:00,28.8,V ugm-3,18.30224,N ugm-3,6.93506,N ugm-3,No data,,No data,,29.7,N ugm-3,54,V ugm-3,68.4,V ugm-3,31.4,V ugm-3,32.4,V ugm-3,18.3,N ugm-3,9,N ugm-3,34.88983,V ugm-3,40.5,V ugm-3,No data,,37.5,N ugm-3,31.5,N ugm-3,23.31643,N ugm-3,81,V ugm-3,33,N ugm-3,34.62539,N ugm-3,1.3,N ugm-3,45.55185,N ugm-3,13.7,N ugm-3,21.9,N ugm-3,35,N ugm-3,71.34628,N ugm-3,No data,,29.43658,N ugm-3,41.7,N ugm-3,17,V ugm-3,51,N ugm-3,12,N ugm-3,No data,N ugm-3,33,N ugm-3,31.62816,N ugm-3,No data,,13.1,N ugm-3
2021-03-22,06:00:00,30.5,V ugm-3,15.92005,N ugm-3,7.9828,N ugm-3,No data,,No data,,28.2,N ugm-3,33,V ugm-3,68.4,V ugm-3,31.4,V ugm-3,30.9,V ugm-3,12.4,N ugm-3,12,N ugm-3,26.44303,V ugm-3,40.5,V ugm-3,No data,,23.2,N ugm-3,39.3,N ugm-3,28.27242,N ugm-3,75,V ugm-3,30,N ugm-3,33.59312,N ugm-3,17.7,N ugm-3,39.914,N ugm-3,21.1,N ugm-3,33.6,N ugm-3,27.5,N ugm-3,77.1338,N ugm-3,No data,,20.30625,N ugm-3,35.8,N ugm-3,11,V ugm-3,39,N ugm-3,8,N ugm-3,No data,N ugm-3,38.2,N ugm-3,30.39728,N ugm-3,No data,,10.4,N ugm-3
2021-03-22,07:00:00,32.5,V ugm-3,11.04898,N ugm-3,4.78968,N ugm-3,No data,,No data,,26.6,N ugm-3,32.7,V ugm-3,65.6,V ugm-3,25.2,V ugm-3,29.9,V ugm-3,7.2,N ugm-3,10,N ugm-3,16.10031,V ugm-3,21.7,V ugm-3,No data,,8.5,N ugm-3,50.2,N ugm-3,36.22196,N ugm-3,71,V ugm-3,25,N ugm-3,8.59947,N ugm-3,12.9,N ugm-3,36.47142,N ugm-3,22.5,N ugm-3,40.7,N ugm-3,26.2,N ugm-3,74.88864,N ugm-3,No data,,14.36904,N ugm-3,33.5,N ugm-3,3,V ugm-3,36,N ugm-3,6,N ugm-3,No data,N ugm-3,23.4,N ugm-3,37.94308,N ugm-3,No data,,9,N ugm-3
2021-03-22,08:00:00,29.6,V ugm-3,21.93883,N ugm-3,23.59915,N ugm-3,No data,,No data,,29.3,N ugm-3,39.5,V ugm-3,65.9,V ugm-3,21.6,V ugm-3,24.4,V ugm-3,14.8,N ugm-3,8,N ugm-3,13.14667,V ugm-3,12.4,V ugm-3,No data,,8.7,N ugm-3,38.8,N ugm-3,48.29594,N ugm-3,68,V ugm-3,24,N ugm-3,6.09038,N ugm-3,9.4,N ugm-3,38.36733,N ugm-3,42,N ugm-3,29.5,N ugm-3,33.6,N ugm-3,71.29638,N ugm-3,No data,,23.99829,N ugm-3,32.9,N ugm-3,21,V ugm-3,38,N ugm-3,14,N ugm-3,No data,N ugm-3,13.2,N ugm-3,33.66178,N ugm-3,No data,,8.3,N ugm-3
2021-03-22,09:00:00,29.5,V ugm-3,46.20105,N ugm-3,40.6125,N ugm-3,No data,,No data,,38.5,N ugm-3,46.4,V ugm-3,63.8,V ugm-3,19.6,V ugm-3,19.5,V ugm-3,34.2,N ugm-3,6.5,N ugm-3,22.24707,V ugm-3,12.8,V ugm-3,No data,,21,N ugm-3,36.1,N ugm-3,60.66928,N ugm-3,70,V ugm-3,24,N ugm-3,43.97824,N ugm-3,5.3,N ugm-3,36.17206,N ugm-3,53.9,N ugm-3,22.4,N ugm-3,54.9,N ugm-3,70.94714,N ugm-3,No data,,40.91185,N ugm-3,25.7,N ugm-3,46,V ugm-3,55,N ugm-3,37,N ugm-3,No data,N ugm-3,14.7,N ugm-3,26.43707,N ugm-3,No data,,25,N ugm-3
2021-03-22,10:00:00,29,V ugm-3,69.77052,N ugm-3,55.38068,N ugm-3,No data,,No data,,33.2,N ugm-3,52.3,V ugm-3,66,V ugm-3,19.1,V ugm-3,13,V ugm-3,28.7,N ugm-3,8.5,N ugm-3,24.96122,V ugm-3,22.7,V ugm-3,No data,,33.3,N ugm-3,26.6,N ugm-3,66.93911,N ugm-3,70,V ugm-3,29,N ugm-3,59.21641,N ugm-3,17.5,N ugm-3,42.90755,N ugm-3,55.2,N ugm-3,38.7,N ugm-3,61.4,N ugm-3,71.74541,N ugm-3,No data,,53.03573,N ugm-3,24.2,N ugm-3,57,V ugm-3,66,N ugm-3,51,N ugm-3,No data,N ugm-3,16.1,N ugm-3,24.02884,N ugm-3,No data,,30.8,N ugm-3
2021-03-22,11:00:00,29.5,V ugm-3,72.39537,N ugm-3,68.5523,N ugm-3,No data,,No data,,43.3,N ugm-3,59.6,V ugm-3,64.9,V ugm-3,17.5,V ugm-3,18,V ugm-3,28.6,N ugm-3,12.5,N ugm-3,55.33078,V ugm-3,33.1,V ugm-3,No data,,42.6,N ugm-3,42.3,N ugm-3,72.24434,N ugm-3,70,V ugm-3,34,N ugm-3,66.31911,N ugm-3,30.4,N ugm-3,51.83831,N ugm-3,60.3,N ugm-3,56,N ugm-3,57.2,N ugm-3,73.49165,N ugm-3,No data,,57.42627,N ugm-3,38.4,N ugm-3,53,V ugm-3,67,N ugm-3,57,N ugm-3,No data,N ugm-3,24.2,N ugm-3,35.21375,N ugm-3,No data,,45.1,N ugm-3
2021-03-22,12:00:00,46.5,V ugm-3,68.12711,N ugm-3,65.95789,N ugm-3,No data,,No data,,63.1,N ugm-3,60,V ugm-3,63.9,V ugm-3,29.9,V ugm-3,32.4,V ugm-3,40.6,N ugm-3,22,N ugm-3,46.39005,V ugm-3,33.1,V ugm-3,No data,,56,N ugm-3,60,N ugm-3,72.01151,N ugm-3,72,V ugm-3,41,N ugm-3,69.50724,N ugm-3,43.9,N ugm-3,56.37853,N ugm-3,78.2,N ugm-3,58,N ugm-3,58.1,N ugm-3,72.4938,N ugm-3,No data,,64.36132,N ugm-3,56.9,N ugm-3,57,V ugm-3,74,N ugm-3,54,N ugm-3,No data,N ugm-3,36.2,N ugm-3,51.16162,N ugm-3,No data,,63,N ugm-3
2021-03-22,13:00:00,65.2,V ugm-3,72.62427,N ugm-3,66.80606,N ugm-3,No data,,No data,,62.1,N ugm-3,58.3,V ugm-3,67.2,V ugm-3,37.1,V ugm-3,36.9,V ugm-3,52.3,N ugm-3,26.4,N ugm-3,56.36356,V ugm-3,34.1,V ugm-3,No data,,51,N ugm-3,73,N ugm-3,71.44606,N ugm-3,72,V ugm-3,34,N ugm-3,71.35426,N ugm-3,44.6,N ugm-3,58.97294,N ugm-3,79.4,N ugm-3,63.6,N ugm-3,65.7,N ugm-3,69.40047,N ugm-3,No data,,66.05767,N ugm-3,66.8,N ugm-3,71,V ugm-3,81,N ugm-3,57,N ugm-3,No data,N ugm-3,42.3,N ugm-3,59.99182,N ugm-3,No data,,69.1,N ugm-3
2021-03-22,14:00:00,68.1,V ugm-3,70.38029,N ugm-3,69.30068,N ugm-3,No data,,No data,,61.3,N ugm-3,57.4,V ugm-3,70.9,V ugm-3,39.1,V ugm-3,38.9,V ugm-3,59.4,N ugm-3,28.9,N ugm-3,62.65999,V ugm-3,38.6,V ugm-3,No data,,52.4,N ugm-3,72.2,N ugm-3,71.99488,N ugm-3,71,V ugm-3,38,N ugm-3,72.43892,N ugm-3,47,N ugm-3,59.02283,N ugm-3,84.3,N ugm-3,67.7,N ugm-3,68.1,N ugm-3,69.79961,N ugm-3,No data,,68.85165,N ugm-3,71,N ugm-3,80,V ugm-3,99,N ugm-3,66,N ugm-3,No data,N ugm-3,43.6,N ugm-3,62.93522,N ugm-3,No data,,70.4,N ugm-3
2021-03-22,15:00:00,67.6,V ugm-3,73.38713,N ugm-3,71.24649,N ugm-3,No data,,No data,,65.9,N ugm-3,61.3,V ugm-3,67.6,V ugm-3,36,V ugm-3,39.9,V ugm-3,60.3,N ugm-3,23.9,N ugm-3,54.84184,V ugm-3,42,V ugm-3,No data,,57.2,N ugm-3,79.3,N ugm-3,74.3232,N ugm-3,71,V ugm-3,34,N ugm-3,75.32271,N ugm-3,32.2,N ugm-3,59.77122,N ugm-3,84.6,N ugm-3,71.2,N ugm-3,61.5,N ugm-3,69.40047,N ugm-3,No data,,62.61509,N ugm-3,74.7,N ugm-3,80,V ugm-3,70,N ugm-3,63,N ugm-3,No data,N ugm-3,43.7,N ugm-3,65.28993,N ugm-3,No data,,72.2,N ugm-3
2021-03-22,16:00:00,66.8,V ugm-3,73.05454,N ugm-3,69.10111,N ugm-3,No data,,No data,,62.7,N ugm-3,55,V ugm-3,64.5,V ugm-3,42.2,V ugm-3,37.9,V ugm-3,62.3,N ugm-3,26.4,N ugm-3,65.18455,V ugm-3,45.5,V ugm-3,No data,,55.4,N ugm-3,82.8,N ugm-3,74.5394,N ugm-3,70,V ugm-3,31,N ugm-3,74.1183,N ugm-3,43.6,N ugm-3,55.58025,N ugm-3,73.5,N ugm-3,71.2,N ugm-3,56.5,N ugm-3,66.45681,N ugm-3,No data,,59.27229,N ugm-3,77.1,N ugm-3,78,V ugm-3,92,N ugm-3,62,N ugm-3,No data,N ugm-3,38.1,N ugm-3,69.03608,N ugm-3,No data,,73.1,N ugm-3
2021-03-22,17:00:00,67.4,V ugm-3,70.20598,N ugm-3,61.51745,N ugm-3,No data,,No data,,61.7,N ugm-3,55.8,V ugm-3,64.7,V ugm-3,32.4,V ugm-3,44.9,V ugm-3,57.6,N ugm-3,23,N ugm-3,44.87332,V ugm-3,35.6,V ugm-3,No data,,69.1,N ugm-3,78.4,N ugm-3,72.44391,N ugm-3,70,V ugm-3,28,N ugm-3,70.46118,N ugm-3,38.2,N ugm-3,47.54755,N ugm-3,75.3,N ugm-3,71.2,N ugm-3,55.1,N ugm-3,67.8538,N ugm-3,No data,,56.87745,N ugm-3,74,N ugm-3,77,V ugm-3,86,N ugm-3,59,N ugm-3,No data,N ugm-3,32.3,N ugm-3,67.53762,N ugm-3,No data,,70.9,N ugm-3
2021-03-22,18:00:00,60.9,V ugm-3,61.81571,N ugm-3,55.18111,N ugm-3,No data,,No data,,63.4,N ugm-3,76.9,V ugm-3,62.8,V ugm-3,24.2,V ugm-3,35.4,V ugm-3,60.6,N ugm-3,21,N ugm-3,48.48054,V ugm-3,25.2,V ugm-3,No data,,60.5,N ugm-3,74.7,N ugm-3,65.62527,N ugm-3,73,V ugm-3,24,N ugm-3,60.29608,N ugm-3,37.1,N ugm-3,42.65809,N ugm-3,74.6,N ugm-3,69.7,N ugm-3,68.1,N ugm-3,66.00778,N ugm-3,No data,,49.29379,N ugm-3,73.9,N ugm-3,71,V ugm-3,81,N ugm-3,59,N ugm-3,No data,N ugm-3,26.3,N ugm-3,65.39697,N ugm-3,No data,,71.7,N ugm-3
2021-03-22,19:00:00,47.4,V ugm-3,44.64411,N ugm-3,43.60605,N ugm-3,No data,,No data,,54.6,N ugm-3,76.4,V ugm-3,63.1,V ugm-3,15.5,V ugm-3,20,V ugm-3,38.6,N ugm-3,11,N ugm-3,29.86066,V ugm-3,34.1,V ugm-3,No data,,61.7,N ugm-3,51,N ugm-3,56.41179,N ugm-3,77,V ugm-3,18,N ugm-3,46.29326,N ugm-3,35,N ugm-3,45.45207,N ugm-3,71,N ugm-3,59.5,N ugm-3,61,N ugm-3,60.61939,N ugm-3,No data,,38.16776,N ugm-3,66.8,N ugm-3,65,V ugm-3,77,N ugm-3,56,N ugm-3,No data,N ugm-3,15.9,N ugm-3,52.23195,N ugm-3,No data,,64.9,N ugm-3
2021-03-22,20:00:00,34,V ugm-3,30.04032,N ugm-3,25.24561,N ugm-3,No data,,No data,,39.5,N ugm-3,79.1,V ugm-3,60.5,V ugm-3,13.9,V ugm-3,24.4,V ugm-3,10,N ugm-3,21,N ugm-3,14.16947,V ugm-3,39.1,V ugm-3,No data,,61.9,N ugm-3,37.2,N ugm-3,38.66669,N ugm-3,78,V ugm-3,20,N ugm-3,7.01888,N ugm-3,19.2,N ugm-3,40.76217,N ugm-3,63.6,N ugm-3,43.3,N ugm-3,62.7,N ugm-3,59.12261,N ugm-3,No data,,31.83142,N ugm-3,43.1,N ugm-3,66,V ugm-3,91,N ugm-3,60,N ugm-3,No data,N ugm-3,25.6,N ugm-3,40.56539,N ugm-3,No data,,56.6,N ugm-3
2021-03-22,21:00:00,6.5,V ugm-3,13.06382,N ugm-3,18.21076,N ugm-3,No data,,No data,,38,N ugm-3,74.6,V ugm-3,60,V ugm-3,11.9,V ugm-3,10,V ugm-3,21.7,N ugm-3,11,N ugm-3,20.07175,V ugm-3,44.5,V ugm-3,No data,,67.2,N ugm-3,48.8,N ugm-3,9.13033,N ugm-3,72,V ugm-3,14,N ugm-3,2.7371,N ugm-3,10.3,N ugm-3,43.50626,N ugm-3,52.3,N ugm-3,33.6,N ugm-3,62.7,N ugm-3,61.46756,N ugm-3,No data,,38.46712,N ugm-3,28.2,N ugm-3,56,V ugm-3,90,N ugm-3,58,N ugm-3,No data,N ugm-3,15.6,N ugm-3,21.46005,N ugm-3,No data,,47.3,N ugm-3
2021-03-22,22:00:00,2.2,V ugm-3,21.26168,N ugm-3,10.32775,N ugm-3,No data,,No data,,41.6,N ugm-3,73.3,V ugm-3,51.5,V ugm-3,2.1,V ugm-3,5,V ugm-3,3.5,N ugm-3,2,N ugm-3,23.71391,V ugm-3,29.2,V ugm-3,No data,,70,N ugm-3,30.5,N ugm-3,23.44948,N ugm-3,74,V ugm-3,2,N ugm-3,2.98058,N ugm-3,16.4,N ugm-3,38.41723,N ugm-3,39,N ugm-3,30.5,N ugm-3,58.7,N ugm-3,58.02498,N ugm-3,No data,,36.67099,N ugm-3,36.9,N ugm-3,44,V ugm-3,88,N ugm-3,48,N ugm-3,No data,N ugm-3,8.8,N ugm-3,15.89435,N ugm-3,No data,,23.7,N ugm-3
2021-03-22,23:00:00,2.8,V ugm-3,13.00892,N ugm-3,15.9656,N ugm-3,No data,,No data,,40.1,N ugm-3,62.4,V ugm-3,51.7,V ugm-3,3.7,V ugm-3,3.5,V ugm-3,1.2,N ugm-3,9,N ugm-3,8.15742,V ugm-3,23.2,V ugm-3,No data,,50.1,N ugm-3,7.8,N ugm-3,20.33951,N ugm-3,76,V ugm-3,1,N ugm-3,1.57511,N ugm-3,15.5,N ugm-3,36.42153,N ugm-3,28,N ugm-3,27.5,N ugm-3,59.8,N ugm-3,53.43487,N ugm-3,No data,,25.24561,N ugm-3,24.5,N ugm-3,46,V ugm-3,60,N ugm-3,8,N ugm-3,No data,N ugm-3,12.2,N ugm-3,21.56709,N ugm-3,No data,,8.9,N ugm-3
2021-03-22,24:00:00,1.8,V ugm-3,13.09039,N ugm-3,16.06539,N ugm-3,No data,,No data,,45.7,N ugm-3,68.5,V ugm-3,50.6,V ugm-3,2.6,V ugm-3,4.5,V ugm-3,-0.1,N ugm-3,6.5,N ugm-3,5.27364,V ugm-3,21.8,V ugm-3,No data,,45.2,N ugm-3,21.7,N ugm-3,15.56646,N ugm-3,83,V ugm-3,1,N ugm-3,2.00618,N ugm-3,8.7,N ugm-3,36.02239,N ugm-3,25.5,N ugm-3,19.3,N ugm-3,48.7,N ugm-3,46.49981,N ugm-3,No data,,19.70754,N ugm-3,29,N ugm-3,18,V ugm-3,38,N ugm-3,18,N ugm-3,No data,N ugm-3,17.6,N ugm-3,20.28269,N ugm-3,No data,,6.5,N ugm-3
2021-03-23,01:00:00,9.3,V ugm-3,6.83471,N ugm-3,11.30897,N ugm-3,No data,,No data,,43,N ugm-3,66,V ugm-3,49.9,V ugm-3,2.8,V ugm-3,2.7,V ugm-3,0.1,N ugm-3,4,N ugm-3,1.2839,V ugm-3,22.4,V ugm-3,No data,,57.2,N ugm-3,5.8,N ugm-3,31.38238,N ugm-3,84,V ugm-3,4,N ugm-3,1.27725,N ugm-3,2.9,N ugm-3,42.57493,N ugm-3,14.3,N ugm-3,6.8,N ugm-3,44.3,N ugm-3,58.54053,N ugm-3,No data,,20.55571,N ugm-3,18.8,N ugm-3,14,V ugm-3,42,N ugm-3,36,N ugm-3,No data,N ugm-3,4.6,N ugm-3,5.63705,N ugm-3,No data,,5.7,N ugm-3
2021-03-23,02:00:00,2.5,V ugm-3,16.62747,N ugm-3,19.42481,N ugm-3,No data,,No data,,39.9,N ugm-3,67,V ugm-3,51.2,V ugm-3,2.1,V ugm-3,0.7,V ugm-3,-0.4,N ugm-3,3.3,N ugm-3,5.58796,V ugm-3,9.2,V ugm-3,No data,,64.9,N ugm-3,4,N ugm-3,32.16403,N ugm-3,84,V ugm-3,6,N ugm-3,1.86498,N ugm-3,0.7,N ugm-3,47.09852,N ugm-3,7.3,N ugm-3,0.7,N ugm-3,33.7,N ugm-3,44.15486,N ugm-3,No data,,No data,N ugm-3,8.6,N ugm-3,26,V ugm-3,52,N ugm-3,41,N ugm-3,No data,N ugm-3,2.7,N ugm-3,2.6223,N ugm-3,No data,,2.8,N ugm-3
2021-03-23,03:00:00,1.2,V ugm-3,21.3013,N ugm-3,18.01119,N ugm-3,No data,,No data,,44.1,N ugm-3,60.8,V ugm-3,52.9,V ugm-3,2.1,V ugm-3,2.5,V ugm-3,-0.5,N ugm-3,2.5,N ugm-3,3.25798,V ugm-3,13.3,V ugm-3,No data,,53.6,N ugm-3,3.1,N ugm-3,34.59213,N ugm-3,84,V ugm-3,11,N ugm-3,1.57261,N ugm-3,0.5,N ugm-3,42.65809,N ugm-3,8,N ugm-3,1,N ugm-3,25.6,N ugm-3,51.08992,N ugm-3,No data,,17.06323,N ugm-3,6.9,N ugm-3,26,V ugm-3,51,N ugm-3,37,N ugm-3,No data,N ugm-3,2.1,N ugm-3,2.08714,N ugm-3,No data,,16.4,N ugm-3
2021-03-23,04:00:00,1.7,V ugm-3,23.27296,N ugm-3,14.96775,N ugm-3,No data,,No data,,38.3,N ugm-3,56.9,V ugm-3,57.4,V ugm-3,3.1,V ugm-3,6.5,V ugm-3,-0.5,N ugm-3,2.5,N ugm-3,3.16817,V ugm-3,7.9,V ugm-3,No data,,44,N ugm-3,6.5,N ugm-3,39.68117,N ugm-3,86,V ugm-3,16,N ugm-3,7.5188,N ugm-3,0.5,N ugm-3,44.50411,N ugm-3,7.3,N ugm-3,3.1,N ugm-3,21.7,N ugm-3,52.23745,N ugm-3,No data,,14.71829,N ugm-3,0.7,N ugm-3,19,V ugm-3,50,N ugm-3,33,N ugm-3,No data,N ugm-3,2.5,N ugm-3,1.55197,N ugm-3,No data,,24.2,N ugm-3
